db_path,table_name,test_category,query,model,AI_answer,SQL_query,failed_attempts,note,valid_efficiency_score,cell_precision,cell_recall,execution_accuracy,tuple_cardinality,tuple_constraint,tuple_order
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns track_id, track_score, spotify_streams, youtube_views, tiktok_posts in descending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[3, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 'Flowers - Single', '12-01-2023', 4], [19, 'As It Was', 'USSM12200612', 19, 20, 292.0, 3301814535.0, 87.0, 800899315.0, 2755903.0, 0, 'As It Was', '31-03-2022', 19], [2, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 'I like the way you kiss me', '19-03-2024', 3], [26, 'STAY (with Justin Bieber)', 'USSM12103949', 26, 27, 266.3, 3107100349.0, 78.0, 1256973582.0, 7485966.0, 1, '', '09-07-2021', 25], [17, 'greedy', 'USRC12301932', 18, 18, 293.7, 1258569694.0, 87.0, 141646818.0, 2294429.0, 1, 'HIT ME HARD AND SOFT', '17-05-2024', 18]]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_id`, T1.`track_score`, T1.`spotify_streams`, T1.`youtube_views`, T1.`tiktok_posts` DESC LIMIT 5",1,,0.0,0.418,0.489,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns all_time_rank, track_score, spotify_streams, spotify_popularity in ascending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[14, 'bathroom floor', 'NLC242100307', 15, 15, 301.6, 297185.0, 12.0, 6736502312.0, 3.0, 0, 15, '07-10-2022'], [25, 'Beat Automotivo Tan Tan Tan Viral', 'BXWEH2200054', 24, 25, 268.1, 7382759.0, 35.0, 4233958.0, 37621885.0, 0, 24, '24-05-2022'], [24, 'Future', 'RUA1H2415548', 23, 24, 277.5, 0.0, 0.0, 0.0, 9453333.0, 0, 23, '10-01-2024'], [16, 'Fortnight (feat. Post Malone)', 'USUG12401028', 16, 16, 297.6, 395433400.0, 89.0, 104673836.0, 139300.0, 0, 17, '18-04-2024'], [15, 'LALA', 'USWL12300002', 15, 15, 299.9, 925655569.0, 79.0, 934302031.0, 11054500.0, 1, 16, '22-03-2023']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`all_time_rank`, T1.`track_score`, T1.`spotify_streams`, T1.`spotify_popularity` ASC LIMIT 5",1,,0.0,0.065,0.064,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns all_time_rank, track_score, spotify_streams, spotify_popularity in descending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[3, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 4, '12-01-2023'], [19, 'As It Was', 'USSM12200612', 19, 20, 292.0, 3301814535.0, 87.0, 800899315.0, 2755903.0, 0, 19, '31-03-2022'], [0, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 1, 725.4, 390470936.0, 92.0, 84274754.0, 5767700.0, 0, 1, '26-04-2024'], [2, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 3, '19-03-2024'], [1, 'Not Like Us', 'USUG12400910', 2, 2, 545.9, 323703884.0, 92.0, 116347040.0, 674700.0, 1, 2, '04-05-2024']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`all_time_rank`, T1.`track_score`, T1.`spotify_streams`, T1.`spotify_popularity` DESC LIMIT 5",2,,0.0,0.778,0.745,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns track_id, album_id, spotify_streams, spotify_popularity, youtube_views in ascending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 1, 725.4, 390470936.0, 92.0, 84274754.0, 5767700.0, 0, 'Million Dollar Baby - Single', '26-04-2024', 1], [2, 'Not Like Us', 'USUG12400910', 2, 2, 545.9, 323703884.0, 92.0, 116347040.0, 674700.0, 1, 'Not Like Us', '04-05-2024', 2], [3, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 'I like the way you kiss me', '19-03-2024', 3], [4, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 'Flowers - Single', '12-01-2023', 4], [5, 'Lovin On Me', 'USAT22311371', 5, 5, 410.1, 670665438.0, 83.0, 131148091.0, 4202367.0, 1, 'Lovin On Me', '10-11-2023', 6]]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_id`, T1.`album_id`, T1.`spotify_streams`, T1.`spotify_popularity`, T1.`youtube_views` ASC LIMIT 5",2,,0.0,0.812,0.83,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns track_id, album_id, spotify_streams, spotify_popularity, youtube_views in descending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[26, 'STAY (with Justin Bieber)', 'USSM12103949', 26, 27, 266.3, 3107100349.0, 78.0, 1256973582.0, 7485966.0, 1, '', '01-12-2015'], [19, 'As It Was', 'USSM12200612', 19, 20, 292.0, 3301814535.0, 87.0, 800899315.0, 2755903.0, 0, 'As It Was', '31-03-2022'], [3, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 'Flowers - Single', '12-01-2023'], [20, 'Paint The Town Red', 'USRC12300907', 20, 21, 290.5, 1065399331.0, 78.0, 240970670.0, 3091732.0, 1, 'Paint The Town Red', '04-08-2023'], [2, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 'i like the way you kiss me', '19-03-2024']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_id`, T1.`album_id`, T1.`spotify_streams`, T1.`spotify_popularity`, T1.`youtube_views` DESC LIMIT 5",1,,0.0,0.431,0.468,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns track_id, album_id, track_score, spotify_streams, spotify_popularity, tiktok_posts, explicit_track in ascending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 1, 725.4, 390470936.0, 92.0, 84274754.0, 5767700.0, 0, 1, '26-04-2024'], [2, 'Not Like Us', 'USUG12400910', 2, 2, 545.9, 323703884.0, 92.0, 116347040.0, 674700.0, 1, 2, '04-05-2024'], [3, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 3, '19-03-2024'], [4, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 4, '12-01-2023'], [5, 'Houdini', 'USUG12403398', 5, 5, 423.3, 107034922.0, 88.0, 77373957.0, 16400.0, 1, 5, '31-05-2024']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_id`, T1.`album_id`, T1.`track_score`, T1.`spotify_streams`, T1.`spotify_popularity`, T1.`tiktok_posts`, T1.`explicit_track` ASC LIMIT 5",2,,0.0,1.0,0.936,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns track_id, album_id, track_score, spotify_streams, spotify_popularity, tiktok_posts, explicit_track in descending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[26, 'STAY (with Justin Bieber)', 'USSM12103949', 26, 27, 266.3, 3107100349.0, 78.0, 1256973582.0, 7485966.0, 1, 26, '01-12-2015'], [19, 'As It Was', 'USSM12200612', 19, 20, 292.0, 3301814535.0, 87.0, 800899315.0, 2755903.0, 0, 19, '31-03-2022'], [20, 'Paint The Town Red', 'USRC12300907', 20, 21, 290.5, 1065399331.0, 78.0, 240970670.0, 3091732.0, 1, 20, '04-08-2023'], [21, 'Espresso', 'USUM72403305', 21, 22, 281.5, 547882871.0, 95.0, 107550212.0, 209200.0, 1, 21, '12-04-2024'], [22, 'Danza Kuduro - Cover', 'TCJPA2445163', 22, 23, 279.0, 1655575417.0, 0.0, 0.0, 0.0, 1, 22, '10-02-2024']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_id`, T1.`album_id`, T1.`track_score`, T1.`spotify_streams`, T1.`spotify_popularity`, T1.`tiktok_posts`, T1.`explicit_track` DESC LIMIT 5",2,,0.0,0.044,0.043,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns track_id, album_id, all_time_rank, track_score, spotify_streams in ascending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 1, 725.4, 390470936.0, 92.0, 84274754.0, 5767700.0, 0, 1, '26-04-2024'], [2, 'Not Like Us', 'USUG12400910', 2, 2, 545.9, 323703884.0, 92.0, 116347040.0, 674700.0, 1, 2, '04-05-2024'], [3, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 3, '19-03-2024'], [4, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 4, '12-01-2023'], [5, 'Houdini', 'USUG12403398', 5, 5, 423.3, 107034922.0, 88.0, 77373957.0, 16400.0, 1, 5, '31-05-2024']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_id`, T1.`album_id`, T1.`all_time_rank`, T1.`track_score`, T1.`spotify_streams` ASC LIMIT 5",1,,0.0,1.0,0.936,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns track_id, album_id, all_time_rank, track_score, spotify_streams in descending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[26, 'STAY (with Justin Bieber)', 'USSM12103949', 26, 27, 266.3, 3107100349.0, 78.0, 1256973582.0, 7485966.0, 1, 25, '01-12-2015'], [19, 'As It Was', 'USSM12200612', 19, 20, 292.0, 3301814535.0, 87.0, 800899315.0, 2755903.0, 0, 19, '31-03-2022'], [20, 'Paint The Town Red', 'USRC12300907', 20, 21, 290.5, 1065399331.0, 78.0, 240970670.0, 3091732.0, 1, 20, '04-08-2023'], [21, 'Espresso', 'USUM72403305', 21, 22, 281.5, 547882871.0, 95.0, 107550212.0, 209200.0, 1, 21, '12-04-2024'], [22, 'Danza Kuduro - Cover', 'TCJPA2445163', 22, 23, 279.0, 1655575417.0, None, None, None, 1, 22, '10-02-2024']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_id`, T1.`album_id`, T1.`all_time_rank`, T1.`track_score`, T1.`spotify_streams` DESC LIMIT 5",2,,0.0,0.043,0.043,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns album_id, track_score, spotify_streams, youtube_views, tiktok_posts in ascending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 725.4, 390470936.0, 92.0, 84274754.0, 5767700.0, 0, 1, '26-04-2024'], [1, 'Not Like Us', 'USUG12400910', 2, 545.9, 323703884.0, 92.0, 116347040.0, 674700.0, 1, 1, '26-04-2024'], [2, 'Not Like Us', 'USUG12400910', 2, 545.9, 323703884.0, 92.0, 116347040.0, 674700.0, 1, 2, '04-05-2024'], [3, 'i like the way you kiss me', 'QZJ842400387', 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 3, '19-03-2024'], [4, 'Flowers', 'USSM12209777', 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 4, '12-01-2023']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`album_id`, T1.`track_score`, T1.`spotify_streams`, T1.`youtube_views`, T1.`tiktok_posts` ASC LIMIT 5",1,,0.0,1.0,0.745,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns album_id, track_score, spotify_streams, youtube_views, tiktok_posts in descending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[19, 'As It Was', 'USSM12200612', 19, 20, 292.0, 3301814535.0, 87.0, 800899315.0, 2755903.0, 0, 19, '31-03-2022'], [3, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 4, '12-01-2023'], [26, 'STAY (with Justin Bieber)', 'USSM12103949', 26, 27, 266.3, 3107100349.0, 78.0, 1256973582.0, 7485966.0, 1, 26, '09-07-2021'], [20, 'Paint The Town Red', 'USRC12300907', 20, 21, 290.5, 1065399331.0, 78.0, 240970670.0, 3091732.0, 1, 20, '04-08-2023'], [2, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 3, '19-03-2024']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`album_id`, T1.`track_score`, T1.`spotify_streams`, T1.`youtube_views`, T1.`tiktok_posts` DESC LIMIT 5",2,,0.0,0.429,0.447,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns track_id, all_time_rank, tiktok_posts in ascending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[1, 'MILLION DOLLAR BABY', 'QM24S2402528', 1, 1, 725.4, 390470936.0, 92.0, 84274754.0, 5767700.0, 0, 1, '26-04-2024'], [2, 'Not Like Us', 'USUG12400910', 2, 2, 545.9, 323703884.0, 92.0, 116347040.0, 674700.0, 1, 2, '04-05-2024'], [3, 'i like the way you kiss me', 'QZJ842400387', 3, 3, 538.4, 601309283.0, 92.0, 122599116.0, 3025400.0, 0, 3, '19-03-2024'], [4, 'Flowers', 'USSM12209777', 4, 4, 444.9, 2031280633.0, 85.0, 1096100899.0, 7189811.0, 0, 4, '12-01-2023'], [5, 'Lovin On Me', 'USAT22311371', 6, 5, 410.1, 670665438.0, 83.0, 131148091.0, 4202367.0, 1, 6, '10-11-2023']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_id`, T1.`all_time_rank`, T1.`tiktok_posts` ASC LIMIT 5",1,,0.0,0.8,0.766,0.0,1.0,0.0,0.5
data/db_music_cut_300.sqlite,tracks,JOIN-ORDERBY-ADVANCED,"Join `tracks` with `albums` on `album_id`. Sort all rows by the columns track_id, all_time_rank, tiktok_posts in descending order, and return the first 5 rows.",meta-llama/Llama-3.3-70B-Instruct-Turbo-Free,"[[26, 'STAY (with Justin Bieber)', 'USSM12103949', 26, 27, 266.3, 3107100349.0, 78.0, 1256973582.0, 7485966.0, 1, 25, '01-12-2015'], [25, 'Beat Automotivo Tan Tan Tan Viral', 'BXWEH2200054', 25, 25, 268.1, 7382759.0, 35.0, 4233958.0, 37621885.0, 0, 24, '24-05-2022'], [24, 'Future', 'RUA1H2415548', 24, 24, 277.5, 0.0, 0.0, 0.0, 9453333.0, 0, 23, '10-01-2024'], [23, ""TEXAS HOLD 'EM"", 'USSM12401302', 23, 23, 278.9, 426700979.0, 86.0, 35724356.0, 1470500.0, 1, 22, '10-02-2024'], [22, 'Danza Kuduro - Cover', 'TCJPA2445163', 22, 22, 279.0, 1655575417.0, 0.0, 0.0, 0.0, 1, 21, '21-05-2024']]","SELECT * FROM `tracks` AS T1 JOIN `albums` AS T2 ON T1.`album_id` = T2.`album_id` ORDER BY T1.`track_id`, T1.`all_time_rank`, T1.`tiktok_posts` DESC LIMIT 5",2,,0.0,0.047,0.043,0.0,1.0,0.0,0.5
